Event Type,Event Name,Request ID,User ID,Request Parameters,Alert,Event ID,Event DateTime,Alarm DateTime,Source IP,Request User Agent,Repeated Attempts
AwsApiCall,HeadBucket,DFND7KHVKA1VMC3D,"{'type': 'AWSAccount', 'principalId': '', 'accountId': 'ANONYMOUS_PRINCIPAL'}","{'bucketName': 'microsoft-devtest', 'Host': 'microsoft-devtest.s3.amazonaws.com'}", 68-2021-03-31T07:47:14Z,92dbb959-c482-4548-ac55-16c0885655b7,2021-03-31T07:47:14Z,2021-03-31T07:49:23.973032+00:00,158.46.175.236,Go-http-client/1.1,1
AwsApiCall,HeadBucket,7DM5S9WQVRQWFS04,"{'type': 'AWSAccount', 'principalId': '', 'accountId': 'ANONYMOUS_PRINCIPAL'}","{'bucketName': 'microsoft-devtest', 'Host': 'microsoft-devtest.s3.amazonaws.com'}", 67-2021-03-28T10:05:34Z,4e62ee78-10f2-4956-820e-f5166b183caa,2021-03-28T10:05:34Z,2021-03-28T10:06:05.051601+00:00,178.171.44.63,Go-http-client/1.1,1
AwsApiCall,HeadBucket,JJBWWWBBMJC6H018,"{'type': 'AWSAccount', 'principalId': '', 'accountId': 'ANONYMOUS_PRINCIPAL'}","{'bucketName': 'microsoft-devtest', 'Host': 'microsoft-devtest.s3.amazonaws.com'}", 66-2021-03-25T10:12:59Z,f2bf6374-4a99-4c28-9eef-d91d10ba666a,2021-03-25T10:12:59Z,2021-03-25T10:18:06.761191+00:00,178.171.12.187,Go-http-client/1.1,1
AwsApiCall,HeadBucket,6SPY2Z10D55NKZBX,"{'type': 'AWSAccount', 'principalId': '', 'accountId': 'ANONYMOUS_PRINCIPAL'}","{'bucketName': 'microsoft-devtest', 'Host': 'microsoft-devtest.s3.amazonaws.com'}", 65-2021-03-23T10:52:25Z,dc8b0f41-dc44-48dd-b77b-0b2f07b57249,2021-03-23T10:52:25Z,2021-03-23T10:57:37.755873+00:00,107.20.76.90,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36 Edg/89.0.774.57",2
AwsApiCall,ListObjects,M3XZJWHRDVJ7MPKJ,"{'type': 'AWSAccount', 'principalId': 'AIDAZTADS5TQBDY2MAAOH', 'accountId': '659285011680'}","{'list-type': '2', 'bucketName': 'microsoft-devtest', 'max-keys': '500', 'encoding-type': 'url', 'x-amz-request-payer': 'requester', 'Host': 'microsoft-devtest.s3.eu-west-1.amazonaws.com'}", 64-2021-03-22T16:02:57Z,9a2bcb2c-9e9a-44ce-84ce-07151187786c,2021-03-22T16:02:57Z,2021-03-22T16:07:17.581050+00:00,178.171.67.25,Go-http-client/1.1,1
AwsApiCall,HeadBucket,P1SVP33QCJYPASVR,"{'type': 'AWSAccount', 'principalId': '', 'accountId': 'ANONYMOUS_PRINCIPAL'}","{'bucketName': 'microsoft-devtest', 'Host': 'microsoft-devtest.s3.amazonaws.com'}", 63-2021-03-22T11:19:54Z,623430d3-0004-434c-84c2-40a130d83ebc,2021-03-22T11:19:54Z,2021-03-22T11:23:48.696077+00:00,83.150.220.134,Go-http-client/1.1,1
AwsApiCall,HeadBucket,FD0TDJXT9N74JV9J,"{'type': 'AWSAccount', 'principalId': '', 'accountId': 'ANONYMOUS_PRINCIPAL'}","{'bucketName': 'microsoft-devtest', 'Host': 'microsoft-devtest.s3.amazonaws.com'}", 62-2021-03-21T15:53:35Z,3d6235eb-81fa-4f88-91eb-09a5f9c3ca37,2021-03-21T15:53:35Z,2021-03-21T15:53:51.597932+00:00,103.70.198.81,Boto3/1.9.85 Python/2.7.15 Darwin/17.7.0 Botocore/1.12.253 Resource,1
AwsApiCall,PutObject,X1CZNX4ZS3MYTZ86,"{'type': 'AWSAccount', 'principalId': '960312529846', 'accountId': '960312529846'}","{'bucketName': 'microsoft-devtest', 'Host': 'microsoft-devtest.s3.eu-west-1.amazonaws.com', 'key': 'writeable_bucket.txt'}", 61-2021-03-20T23:58:15Z,0933b559-6e8c-46ec-9bf1-dfd91155a9cb,2021-03-20T23:58:15Z,2021-03-21T00:00:02.516503+00:00,172.85.105.122,Go-http-client/1.1,1
AwsApiCall,HeadBucket,2XHV3WKD3FS7AX9N,"{'type': 'AWSAccount', 'principalId': '', 'accountId': 'ANONYMOUS_PRINCIPAL'}","{'bucketName': 'microsoft-devtest', 'Host': 'microsoft-devtest.s3.amazonaws.com'}", 60-2021-03-19T18:13:42Z,d9848d45-b3d9-427e-ba6c-455c526ab0b4,2021-03-19T18:13:42Z,2021-03-19T18:15:16.774408+00:00,8.38.148.231,Boto3/1.9.85 Python/2.7.15 Darwin/17.7.0 Botocore/1.12.253 Resource,1
AwsApiCall,PutObject,1YYWQ5F7GCPH9KMR,"{'type': 'AWSAccount', 'principalId': '960312529846', 'accountId': '960312529846'}","{'bucketName': 'microsoft-devtest', 'Host': 'microsoft-devtest.s3.eu-west-1.amazonaws.com', 'key': 'writeable_bucket.txt'}", 59-2021-03-18T23:18:46Z,96605dd7-971e-427c-86e3-8d6b86905b5b,2021-03-18T23:18:46Z,2021-03-18T23:21:06.037596+00:00,188.40.66.118,aws-sdk-go/1.35.1 (go1.15.6; linux; amd64),1
AwsApiCall,ListObjects,DVGFQSWYVT9C28QQ,"{'type': 'AWSAccount', 'principalId': '', 'accountId': 'ANONYMOUS_PRINCIPAL'}","{'list-type': '2', 'bucketName': 'microsoft-devtest', 'Host': 'microsoft-devtest.s3.eu-west-1.amazonaws.com'}", 58-2021-03-10T16:49:53Z,9d7186c5-21ea-4171-b55c-a8ae497afc16,2021-03-10T16:49:53Z,2021-03-10T16:51:16.671907+00:00,163.47.101.126,Ruby,1
AwsApiCall,ListObjects,9EA977C99A3F9866,"{'type': 'AWSAccount', 'principalId': '', 'accountId': 'ANONYMOUS_PRINCIPAL'}","{'bucketName': 'microsoft-devtest', 'Host': 'microsoft-devtest.s3.amazonaws.com'}", 57-2021-03-09T09:01:32Z,0c9b9816-9424-4097-8a4a-026809563758,2021-03-09T09:01:32Z,2021-03-09T09:05:51.431791+00:00,89.185.78.65,Go-http-client/1.1,1
AwsApiCall,HeadBucket,AJ3W7MDY3HDTFN6R,"{'type': 'AWSAccount', 'principalId': '', 'accountId': 'ANONYMOUS_PRINCIPAL'}","{'bucketName': 'microsoft-devtest', 'Host': 'microsoft-devtest.s3.amazonaws.com'}", 56-2021-03-07T21:52:31Z,4f883d21-dd3c-466b-8175-d849c79a9f21,2021-03-07T21:52:31Z,2021-03-07T21:57:17.175387+00:00,91.241.164.109,Go-http-client/1.1,1
AwsApiCall,HeadBucket,6B3408413E99C467,"{'type': 'AWSAccount', 'principalId': '', 'accountId': 'ANONYMOUS_PRINCIPAL'}","{'bucketName': 'microsoft-devtest', 'Host': 'microsoft-devtest.s3.amazonaws.com'}", 55-2021-03-05T15:33:11Z,c3a91d5d-f024-454b-95a8-39003020ef01,2021-03-05T15:33:11Z,2021-03-05T15:35:43.327629+00:00,43.229.90.11,Boto3/1.9.85 Python/2.7.15 Darwin/17.7.0 Botocore/1.12.253 Resource,1
AwsApiCall,PutObject,32FFEDF7A3562D7C,"{'type': 'AWSAccount', 'principalId': '960312529846', 'accountId': '960312529846'}","{'bucketName': 'microsoft-devtest', 'Host': 'microsoft-devtest.s3.eu-west-1.amazonaws.com', 'key': 'writeable_bucket.txt'}", 54-2021-03-05T15:18:56Z,ead7f64c-3c11-4814-a449-58aafd314def,2021-03-05T15:18:56Z,2021-03-05T15:20:12.042959+00:00,35.205.104.93,Boto3/1.17.17 Python/3.7.1 Linux/5.3.0-1038-gke Botocore/1.20.17 Resource,1
AwsApiCall,ListObjects,5020814F298297FB,"{'type': 'AWSAccount', 'principalId': '', 'accountId': 'ANONYMOUS_PRINCIPAL'}","{'bucketName': 'microsoft-devtest', 'Host': 'microsoft-devtest.s3.amazonaws.com', 'encoding-type': 'url'}", 53-2021-03-04T08:07:01Z,e85a07d2-5311-4cce-8dd0-2ce5792e0363,2021-03-04T08:07:01Z,2021-03-04T08:10:39.751790+00:00,35.205.104.93,Boto3/1.17.17 Python/3.7.1 Linux/5.3.0-1038-gke Botocore/1.20.17 Resource,2
AwsApiCall,HeadBucket,A8EF440E57CBB71F,"{'type': 'AWSAccount', 'principalId': '', 'accountId': 'ANONYMOUS_PRINCIPAL'}","{'bucketName': 'microsoft-devtest', 'Host': 'microsoft-devtest.s3.amazonaws.com'}", 52-2021-03-02T08:56:25Z,89cc72bf-db57-4fa5-af37-b8d4b8227247,2021-03-02T08:56:25Z,2021-03-02T08:59:37.071198+00:00,178.171.90.92,Go-http-client/1.1,1
AwsApiCall,HeadBucket,AE6ED0BCC2500501,"{'type': 'AWSAccount', 'principalId': '', 'accountId': 'ANONYMOUS_PRINCIPAL'}","{'bucketName': 'microsoft-devtest', 'Host': 'microsoft-devtest.s3.amazonaws.com'}", 51-2021-02-28T22:08:43Z,808d5f4c-3f46-46b3-b442-f74c8fc0813d,2021-02-28T22:08:43Z,2021-02-28T22:11:04.122303+00:00,5.182.125.98,Go-http-client/1.1,1
AwsApiCall,HeadBucket,D61EDB696011BCF3,"{'type': 'AWSAccount', 'principalId': '', 'accountId': 'ANONYMOUS_PRINCIPAL'}","{'bucketName': 'microsoft-devtest', 'Host': 'microsoft-devtest.s3.amazonaws.com'}", 50-2021-02-28T18:05:31Z,dc30c9d4-42a3-46be-ab1d-3b25c1dfb020,2021-02-28T18:05:31Z,2021-02-28T18:08:21.812264+00:00,178.171.46.232,Go-http-client/1.1,1
AwsApiCall,HeadBucket,67C67600553884B1,"{'type': 'AWSAccount', 'principalId': '', 'accountId': 'ANONYMOUS_PRINCIPAL'}","{'bucketName': 'microsoft-devtest', 'Host': 'microsoft-devtest.s3.amazonaws.com'}", 49-2021-02-28T14:35:49Z,a176ffdc-308d-4903-8c2e-28165bf6df1a,2021-02-28T14:35:49Z,2021-02-28T14:36:49.303375+00:00,216.74.109.144,Go-http-client/1.1,1
AwsApiCall,HeadBucket,E3D1E8B294312C47,"{'type': 'AWSAccount', 'principalId': '', 'accountId': 'ANONYMOUS_PRINCIPAL'}","{'bucketName': 'microsoft-devtest', 'Host': 'microsoft-devtest.s3.amazonaws.com'}", 48-2021-02-27T16:42:24Z,74914aa1-2502-4a9e-a14b-d325d48a26c2,2021-02-27T16:42:24Z,2021-02-27T16:45:45.874377+00:00,158.46.181.168,Go-http-client/1.1,1
AwsApiCall,HeadBucket,75A6770598739C12,"{'type': 'AWSAccount', 'principalId': '', 'accountId': 'ANONYMOUS_PRINCIPAL'}","{'bucketName': 'microsoft-devtest', 'Host': 'microsoft-devtest.s3.amazonaws.com'}", 47-2021-02-26T23:28:34Z,a1c575fd-962a-44e3-b7db-edaef7ccef2b,2021-02-26T23:28:34Z,2021-02-26T23:32:58.020827+00:00,178.171.91.196,Go-http-client/1.1,1
AwsApiCall,HeadBucket,9915D2C3DB002D1F,"{'type': 'AWSAccount', 'principalId': '', 'accountId': 'ANONYMOUS_PRINCIPAL'}","{'bucketName': 'microsoft-devtest', 'Host': 'microsoft-devtest.s3.amazonaws.com'}", 46-2021-02-26T21:03:55Z,cb3b907b-d252-4775-97bb-9f9377aa82af,2021-02-26T21:03:55Z,2021-02-26T21:07:46.314371+00:00,178.171.60.228,Go-http-client/1.1,1
AwsApiCall,HeadBucket,0692694174ECE065,"{'type': 'AWSAccount', 'principalId': '', 'accountId': 'ANONYMOUS_PRINCIPAL'}","{'bucketName': 'microsoft-devtest', 'Host': 'microsoft-devtest.s3.amazonaws.com'}", 45-2021-02-25T20:57:04Z,34756452-ecd7-46f0-999a-d80b893289d5,2021-02-25T20:57:04Z,2021-02-25T20:59:31.269863+00:00,92.240.207.254,Go-http-client/1.1,3
AwsApiCall,HeadBucket,32B124D75DC6ACF2,"{'type': 'AWSAccount', 'principalId': '', 'accountId': 'ANONYMOUS_PRINCIPAL'}","{'bucketName': 'microsoft-devtest', 'Host': 'microsoft-devtest.s3.amazonaws.com'}", 44-2021-02-24T20:55:23Z,cffaacd2-9126-4955-a3a4-6c1693f960e1,2021-02-24T20:55:23Z,2021-02-24T21:00:36.741786+00:00,45.77.197.72,Go-http-client/1.1,1
AwsApiCall,ListObjects,7A1C2D79454691EB,"{'type': 'AWSAccount', 'principalId': '', 'accountId': 'ANONYMOUS_PRINCIPAL'}","{'bucketName': 'microsoft-devtest', 'Host': 'microsoft-devtest.s3.amazonaws.com'}", 43-2021-02-24T20:33:40Z,7aa4d8aa-34f6-4ac0-94e3-00e4050cac36,2021-02-24T20:33:40Z,2021-02-24T20:34:16.422799+00:00,192.241.243.106,Go-http-client/1.1,1
AwsApiCall,ListObjects,00C49ABA5491E036,"{'type': 'AWSAccount', 'principalId': '', 'accountId': 'ANONYMOUS_PRINCIPAL'}","{'bucketName': 'microsoft-devtest', 'Host': 'microsoft-devtest.s3.amazonaws.com'}", 42-2021-02-23T22:12:28Z,2dfb370c-f643-429e-bed9-642101fc9c72,2021-02-23T22:12:28Z,2021-02-23T22:16:08.492213+00:00,161.123.153.55,Go-http-client/1.1,1
AwsApiCall,ListObjects,0B1DB29B93A35916,"{'type': 'AWSAccount', 'principalId': '', 'accountId': 'ANONYMOUS_PRINCIPAL'}","{'bucketName': 'microsoft-devtest', 'Host': 'microsoft-devtest.s3.amazonaws.com'}", 41-2021-02-20T01:59:38Z,fe62de5b-7940-4e62-a15f-f5861cb6398d,2021-02-20T01:59:38Z,2021-02-20T02:01:05.586001+00:00,163.47.101.125,Ruby,1
AwsApiCall,ListObjects,1C128B9625E3D140,"{'type': 'AWSAccount', 'principalId': '', 'accountId': 'ANONYMOUS_PRINCIPAL'}","{'bucketName': 'microsoft-devtest', 'Host': 'Microsoft-devtest.s3.amazonaws.com'}", 40-2021-01-31T14:51:46Z,3a028a54-9bb3-42ae-a13c-96c4db857e09,2021-01-31T14:51:46Z,2021-01-31T14:55:26.850448+00:00,35.187.190.226,Boto3/1.16.59 Python/3.7.1 Linux/5.3.0-1036-gke Botocore/1.19.59 Resource,1
AwsApiCall,ListObjects,D87C9044AD02FEBA,"{'type': 'AWSAccount', 'principalId': '', 'accountId': 'ANONYMOUS_PRINCIPAL'}","{'bucketName': 'microsoft-devtest', 'Host': 'microsoft-devtest.s3.amazonaws.com', 'encoding-type': 'url'}", 39-2021-01-29T10:36:15Z,a3919851-3dbc-4e75-8f30-f97380d26864,2021-01-29T10:36:15Z,2021-01-29T10:38:37.977723+00:00,35.195.244.166,Boto3/1.16.59 Python/3.7.1 Linux/5.3.0-1036-gke Botocore/1.19.59 Resource,2
AwsApiCall,HeadBucket,5Z8R6M7NCGCQ5X5R,"{'type': 'AWSAccount', 'principalId': 'AIDAJNSTHWDY27F2QAMTM', 'accountId': '271169583898'}","{'bucketName': 'microsoft-devtest', 'Host': 'microsoft-devtest.s3.eu-west-1.amazonaws.com'}", 38-2021-01-14T14:34:33Z,b1e3d3c8-d5a6-4cfa-8fd3-85c9975ab0d3,2021-01-14T14:34:33Z,2021-01-14T14:35:30.768605+00:00,178.171.108.46,Go-http-client/1.1,1
AwsApiCall,HeadBucket,4C274F746AA71392,"{'type': 'AWSAccount', 'principalId': '', 'accountId': 'ANONYMOUS_PRINCIPAL'}","{'bucketName': 'microsoft-devtest', 'Host': 'microsoft-devtest.s3.amazonaws.com'}", 37-2021-01-13T14:04:29Z,ba86e8b3-2c1c-4dfa-8470-e659d3d42d98,2021-01-13T14:04:29Z,2021-01-13T14:06:58.841025+00:00,135.181.113.95,aws-sdk-go/1.35.1 (go1.15.3; linux; amd64),1
AwsApiCall,ListObjects,B684601B44C71909,"{'type': 'AWSAccount', 'principalId': '', 'accountId': 'ANONYMOUS_PRINCIPAL'}","{'list-type': '2', 'bucketName': 'microsoft-devtest', 'Host': 'microsoft-devtest.s3.eu-west-1.amazonaws.com'}", 36-2021-01-03T16:31:03Z,6230689b-14e9-4ae4-bd46-2468953fb269,2021-01-03T16:31:03Z,2021-01-03T16:36:09.920120+00:00,172.85.105.134,Go-http-client/1.1,1
AwsApiCall,HeadBucket,610B05B0673F7420,"{'type': 'AWSAccount', 'principalId': '', 'accountId': 'ANONYMOUS_PRINCIPAL'}","{'bucketName': 'microsoft-devtest', 'Host': 'microsoft-devtest.s3.amazonaws.com'}", 35-2020-12-29T21:19:27Z,4714d029-1600-40bf-b0c9-bb0b321aa900,2020-12-29T21:19:27Z,2020-12-29T21:19:48.502393+00:00,178.171.90.189,Java/11.0.9.1,1
AwsApiCall,HeadBucket,C2CE59A5E04A8D8D,"{'type': 'AWSAccount', 'principalId': '', 'accountId': 'ANONYMOUS_PRINCIPAL'}","{'bucketName': 'microsoft-devtest', 'Host': 'microsoft-devtest.s3.amazonaws.com'}", 34-2020-12-23T01:51:39Z,863a6bce-2a4f-432e-8fe8-680d3a7cc29c,2020-12-23T01:51:39Z,2020-12-23T01:56:53.592554+00:00,82.223.107.58,Apache-HttpClient/4.5.2 (Java/1.8.0_121),1
AwsApiCall,ListObjects,EBB98B38D2A73B72,"{'type': 'AWSAccount', 'principalId': '', 'accountId': 'ANONYMOUS_PRINCIPAL'}","{'bucketName': 'microsoft-devtest', 'Host': 'microsoft-devtest.s3.amazonaws.com'}", 33-2020-12-19T00:09:12Z,ba31542d-c0ef-4c70-93db-21240139e0ee,2020-12-19T00:09:12Z,2020-12-19T00:11:52.514674+00:00,3.82.211.72,Boto3/1.16.39 Python/3.8.5 Linux/5.4.0-1029-aws Botocore/1.19.39,2
AwsApiCall,ListObjects,63DAD520193B0BC5,"{'type': 'AWSAccount', 'principalId': 'AIDAZTADS5TQBDY2MAAOH', 'accountId': '659285011680'}","{'list-type': '2', 'bucketName': 'microsoft-devtest', 'max-keys': '0', 'encoding-type': 'url', 'x-amz-request-payer': 'requester', 'Host': 'microsoft-devtest.s3.eu-west-1.amazonaws.com'}", 32-2020-12-18T01:43:08Z,af77599c-6256-46db-9e12-f46951d3fb48,2020-12-18T01:43:08Z,2020-12-18T01:48:11.758199+00:00,34.78.227.165,Boto3/1.16.18 Python/3.5.6 Linux/5.3.0-1036-gke Botocore/1.19.18 Resource,1
AwsApiCall,ListObjects,369570D50347CD11,"{'type': 'AWSAccount', 'principalId': '', 'accountId': 'ANONYMOUS_PRINCIPAL'}","{'bucketName': 'microsoft-devtest', 'Host': 'microsoft-devtest.s3.amazonaws.com', 'encoding-type': 'url'}", 31-2020-12-11T22:40:50Z,1208321e-d954-40dd-a834-36462d1e62d0,2020-12-11T22:40:50Z,2020-12-11T22:46:01.640493+00:00,35.187.190.226,Boto3/1.16.18 Python/3.5.6 Linux/5.3.0-1036-gke Botocore/1.19.18 Resource,2
AwsApiCall,HeadBucket,931900BA8CD6B1CF,"{'type': 'AWSAccount', 'principalId': 'AIDAJNSTHWDY27F2QAMTM', 'accountId': '271169583898'}","{'bucketName': 'microsoft-devtest', 'Host': 'microsoft-devtest.s3.eu-west-1.amazonaws.com'}", 30-2020-11-18T20:48:56Z,5765d534-3cb2-4d72-8d4d-da15e4c6b529,2020-11-18T20:48:56Z,2020-11-18T20:52:38.507571+00:00,73.33.205.136,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",2
AwsApiCall,ListObjects,7290DAE44DA4FFF5,"{'type': 'AWSAccount', 'principalId': '', 'accountId': 'ANONYMOUS_PRINCIPAL'}","{'bucketName': 'microsoft-devtest', 'Host': 'microsoft-devtest.s3.amazonaws.com'}", 29-2020-11-13T15:37:35Z,b8192630-3720-443d-aaaa-7c871378b42c,2020-11-13T15:37:35Z,2020-11-13T15:41:44.554773+00:00,3.94.59.56,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36",62
AwsApiCall,ListObjects,54DDF75C1D7576E6,"{'type': 'AWSAccount', 'principalId': '', 'accountId': 'ANONYMOUS_PRINCIPAL'}","{'bucketName': 'microsoft-devtest', 'Host': 'microsoft-devtest.s3.amazonaws.com', 'max-keys': '1000', 'prefix': 'a'}", 28-2020-11-03T08:12:29Z,1fb6c0e1-f558-434d-92f3-72e8410bb043,2020-11-03T08:12:29Z,2020-11-03T08:17:19.440088+00:00,34.77.197.251,Boto3/1.15.15 Python/3.5.6 Linux/4.19.112+ Botocore/1.18.15 Resource,1
AwsApiCall,ListObjects,572177466D794A28,"{'type': 'AWSAccount', 'principalId': '', 'accountId': 'ANONYMOUS_PRINCIPAL'}","{'bucketName': 'microsoft-devtest', 'Host': 'microsoft-devtest.s3.amazonaws.com', 'encoding-type': 'url'}", 27-2020-10-31T06:42:18Z,28980596-9037-4954-86e6-afd639bcfddf,2020-10-31T06:42:18Z,2020-10-31T06:47:34.775614+00:00,94.130.64.229,aws-sdk-go/1.35.1 (go1.13; linux; amd64),2
AwsApiCall,HeadBucket,632B25DA4FC7BD94,"{'type': 'AWSAccount', 'principalId': '', 'accountId': 'ANONYMOUS_PRINCIPAL'}","{'bucketName': 'microsoft-devtest', 'Host': 's3.eu-west-1.amazonaws.com'}", 26-2020-10-29T22:26:21Z,882287b3-e1d5-4358-a73e-1070cba4ca50,2020-10-29T22:26:21Z,2020-10-29T22:30:14.227956+00:00,34.76.78.209,Boto3/1.15.15 Python/3.5.6 Linux/4.19.112+ Botocore/1.18.15 Resource,2
AwsApiCall,HeadBucket,1JCYFZDVBS5MAS7W,"{'type': 'AWSAccount', 'principalId': '', 'accountId': 'ANONYMOUS_PRINCIPAL'}","{'bucketName': 'microsoft-devtest', 'Host': 'microsoft-devtest.s3.amazonaws.com'}", 25-2020-10-26T14:35:16Z,a4b7d103-7704-4a9d-9247-e4e38ba64b02,2020-10-26T14:35:16Z,2020-10-26T14:40:13.457782+00:00,78.46.106.254,Go-http-client/1.1,2
AwsApiCall,HeadBucket,5A39FE3E8D920764,"{'type': 'AWSAccount', 'principalId': '', 'accountId': 'ANONYMOUS_PRINCIPAL'}","{'bucketName': 'microsoft-devtest', 'Host': 'microsoft-devtest.s3.amazonaws.com'}", 24-2020-10-05T12:46:05Z,5cb02e56-cacf-4f33-8165-58e8d09201fa,2020-10-05T12:46:05Z,2020-10-05T12:46:34.230013+00:00,54.175.203.19,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36",58
AwsApiCall,ListObjects,AB2DDC40BFFD9CB8,"{'type': 'AWSAccount', 'principalId': '', 'accountId': 'ANONYMOUS_PRINCIPAL'}","{'bucketName': 'microsoft-devtest', 'Host': 'microsoft-devtest.s3.amazonaws.com', 'max-keys': '1000', 'prefix': 'd'}", 23-2020-09-30T18:43:36Z,2c2c2118-4f3f-4d00-9478-7f2fe0c76f0d,2020-09-30T18:43:36Z,2020-09-30T18:48:35.562815+00:00,174.248.16.174,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:52.0) Gecko/20100101 Firefox/52.0,1
AwsApiCall,ListObjects,243031B57C7D93F1,"{'type': 'AWSAccount', 'principalId': '', 'accountId': 'ANONYMOUS_PRINCIPAL'}","{'bucketName': 'microsoft-devtest', 'Host': 'microsoft-devtest.s3.amazonaws.com'}", 22-2020-09-24T11:17:08Z,d7ed6975-bf18-4a9f-b317-34636714dfc4,2020-09-24T11:17:08Z,2020-09-24T11:17:23.775892+00:00,151.210.145.223,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:25.0) Gecko/20100101 Firefox/25.0,1
AwsApiCall,ListObjects,3C661964FC814803,"{'type': 'AWSAccount', 'principalId': '', 'accountId': 'ANONYMOUS_PRINCIPAL'}","{'list-type': '2', 'bucketName': 'microsoft-devtest', 'Host': 'microsoft-devtest.s3.amazonaws.com'}", 21-2020-09-24T00:03:31Z,1f44dd39-87c3-47a3-b6ba-11bb2c01ae32,2020-09-24T00:03:31Z,2020-09-24T00:07:45.905394+00:00,104.199.36.222,Boto3/1.14.11 Python/3.5.6 Linux/4.19.112+ Botocore/1.17.11 Resource,1
AwsApiCall,ListObjects,411CE657F75C3A57,"{'type': 'AWSAccount', 'principalId': '', 'accountId': 'ANONYMOUS_PRINCIPAL'}","{'bucketName': 'microsoft-devtest', 'Host': 'microsoft-devtest.s3.amazonaws.com', 'encoding-type': 'url'}", 20-2020-09-22T07:00:40Z,247ddc10-669f-4207-8666-47b097452240,2020-09-22T07:00:40Z,2020-09-22T07:01:44.864188+00:00,98.198.86.25,Boto3/1.14.52 Python/3.8.3 Windows/10 Botocore/1.17.52,2
AwsApiCall,ListObjects,FHDZ3J1N5P3X2X0M,"{'type': 'AWSAccount', 'principalId': 'AIDAZTADS5TQBDY2MAAOH', 'accountId': '659285011680'}","{'list-type': '2', 'bucketName': 'microsoft-devtest', 'max-keys': '0', 'encoding-type': 'url', 'x-amz-request-payer': 'requester', 'Host': 'microsoft-devtest.s3.eu-west-1.amazonaws.com'}", 19-2020-09-16T11:44:49Z,cc17820e-967d-40d8-b024-856280e8d362,2020-09-16T11:44:49Z,2020-09-16T11:49:32.895864+00:00,34.76.78.209,Boto3/1.14.11 Python/3.5.6 Linux/4.19.112+ Botocore/1.17.11 Resource,2
AwsApiCall,HeadBucket,4C27E62890E2D151,"{'type': 'AWSAccount', 'principalId': '', 'accountId': 'ANONYMOUS_PRINCIPAL'}","{'bucketName': 'microsoft-devtest', 'Host': 'microsoft-devtest.s3.amazonaws.com'}", 18-2020-08-29T18:24:49Z,0cdf1fec-ae63-43a0-bf29-944454d5f76f,2020-08-29T18:24:49Z,2020-08-29T18:25:53.140643+00:00,188.40.66.118,aws-sdk-go/1.34.2 (go1.10.4; linux; amd64),1
AwsApiCall,ListObjects,44F06AC4F084B0D0,"{'type': 'AWSAccount', 'principalId': '', 'accountId': 'ANONYMOUS_PRINCIPAL'}","{'list-type': '2', 'bucketName': 'microsoft-devtest', 'Host': 'microsoft-devtest.s3.eu-west-1.amazonaws.com'}", 17-2020-08-27T22:04:19Z,9340067b-1fc8-4973-9372-6f189f4d87ae,2020-08-27T22:04:19Z,2020-08-27T22:08:52.180928+00:00,188.40.66.118,aws-sdk-go/1.34.2 (go1.10.4; linux; amd64),1
AwsApiCall,ListObjects,53AC11E4DC63A5B3,"{'type': 'AWSAccount', 'principalId': '', 'accountId': 'ANONYMOUS_PRINCIPAL'}","{'list-type': '2', 'bucketName': 'microsoft-devtest', 'Host': 'microsoft-devtest.s3.eu-west-1.amazonaws.com'}", 16-2020-08-11T12:31:12Z,d53b0167-72c8-4fc4-9dc8-c7264927f551,2020-08-11T12:31:12Z,2020-08-11T12:31:44.746865+00:00,166.48.252.110,Java/11.0.8,1
AwsApiCall,HeadBucket,EFF139CD77AB6D2C,"{'type': 'AWSAccount', 'principalId': '', 'accountId': 'ANONYMOUS_PRINCIPAL'}","{'bucketName': 'microsoft-devtest', 'Host': 'microsoft-devtest.s3.amazonaws.com'}", 15-2020-08-03T03:50:23Z,ebdaadbc-5fbd-4b19-a5c6-d6407a444c67,2020-08-03T03:50:23Z,2020-08-03T03:51:17.108891+00:00,161.35.201.205,Boto3/1.14.28 Python/3.6.9 Linux/4.15.0-66-generic Botocore/1.17.28,1
AwsApiCall,ListObjects,90455AEEE2A35503,"{'type': 'AWSAccount', 'principalId': '725677763773', 'accountId': '725677763773'}","{'bucketName': 'microsoft-devtest', 'Host': 'microsoft-devtest.s3.eu-west-1.amazonaws.com', 'encoding-type': 'url', 'prefix': '*'}", 14-2020-07-29T08:33:22Z,37fb4d82-98f1-4239-9698-b7d83d02a5bf,2020-07-29T08:33:22Z,2020-07-29T08:37:39.916609+00:00,134.122.57.211,Boto3/1.14.28 Python/3.6.9 Linux/4.15.0-66-generic Botocore/1.17.28,1
